IMAGE PATH,JOD,JOD STD,CI LOW,CI HIGH,CI RANGE,QUALITY LEVEL,CLUSTER,TOTAL COMPARISONS,IMAGE,SCENE,ATTRIBUTE,SCENE IDX,CONDITION
Overall\30_Indoor_Scene_0.jpg,0.7593579593258832,0.7654499206567605,-0.6998367256533238,2.167921209894404,2.8677579355477274,2,14.0,146.0,30_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\35_Indoor_Scene_0.jpg,0.9696333992214782,0.5142657787377325,-0.0042027212883352,1.909241306965458,1.9134440282537932,2,15.0,125.0,35_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\15_Indoor_Scene_0.jpg,1.089161156986493,0.4647934776970219,0.1988640732497366,1.94907539047564,1.750211317225903,2,15.0,126.0,15_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\41_Indoor_Scene_0.JPG,0.9585237071667976,0.6841834465519047,-0.438260660039737,2.0522360194742832,2.4904966795140204,2,15.0,138.0,41_Indoor_Scene_0.JPG,Indoor_Scene_0,Overall,0,Indoor
Overall\51_Indoor_Scene_0.jpg,1.0109113319491847,0.6241600115198919,-0.3231115324180379,2.1009796484658234,2.424091180883861,2,15.0,131.0,51_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\65_Indoor_Scene_0.jpg,1.1414328197291177,0.4360102773552406,0.3747194786337656,2.127908586045005,1.75318910741124,3,-1.0,132.0,65_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\47_Indoor_Scene_0.jpg,1.154242447435835,0.6329016769992971,-0.2328119574490938,2.287773972327882,2.5205859297769755,2,15.0,139.0,47_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\28_Indoor_Scene_0.jpg,1.2466940932407402,0.4242947697620341,0.3771995738664195,2.0351806488834026,1.657981075016983,3,-1.0,136.0,28_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\55_Indoor_Scene_0.jpg,1.455465176282321,0.5075140739728083,0.4144975165034311,2.424490204233905,2.009992687730474,3,-1.0,148.0,55_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\39_Indoor_Scene_0.jpg,1.566352562436509,0.402091079109709,0.7664614631114496,2.3535298030082834,1.5870683398968335,3,17.0,127.0,39_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\40_Indoor_Scene_0.JPG,1.5747218378407557,0.5051351150415392,0.608070069363662,2.565433496361676,1.9573634269980136,3,17.0,130.0,40_Indoor_Scene_0.JPG,Indoor_Scene_0,Overall,0,Indoor
Overall\13_Indoor_Scene_0.jpg,1.8034060019688245,0.6071839796451135,0.5748015217609307,2.960741615155609,2.3859400933946784,3,16.0,126.0,13_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\8_Indoor_Scene_0.tiff,1.678280055954502,0.6382052874474187,0.1353069375801857,2.62370750045014,2.488400562869954,3,-1.0,114.0,8_Indoor_Scene_0.tiff,Indoor_Scene_0,Overall,0,Indoor
Overall\22_Indoor_Scene_0.jpg,1.8324763764533156,0.5717669108117701,0.7924661381748429,2.9156376273084543,2.1231714891336115,3,16.0,137.0,22_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\17_Indoor_Scene_0.jpg,1.8325045812513312,0.4656992463725452,0.8729594062908926,2.683232722258789,1.8102733159678968,3,16.0,124.0,17_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\59_Indoor_Scene_0.jpg,1.8967088391420936,0.6902482580861659,0.5551254821000396,3.3235140443779345,2.7683885622778948,3,16.0,141.0,59_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\25_Indoor_Scene_0.jpg,1.433804979025438,1.1808869650953218,-0.782623559059993,2.899576418912199,3.682199977972192,2,-1.0,177.0,25_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\50_Indoor_Scene_0.jpg,2.3167214742551314,0.54901442149689,1.24010638613154,3.2835571302356303,2.0434507441040903,3,-1.0,139.0,50_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\27_Indoor_Scene_0.jpg,2.8729540092978176,0.5661490139311753,1.8301606251252471,4.0285453317572335,2.1983847066319866,3,-1.0,59.0,27_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\10_Indoor_Scene_0.jpg,2.70719081343771,0.7169208718634412,0.7825841993031821,3.565283359654846,2.7826991603516635,3,-1.0,151.0,10_Indoor_Scene_0.jpg,Indoor_Scene_0,Overall,0,Indoor
Overall\122_Indoor_Scene_1.tiff,-4.117761619686865,0.8026305027489598,-5.490592768244773,-2.4727692523889058,3.0178235158558677,0,-1.0,104.0,122_Indoor_Scene_1.tiff,Indoor_Scene_1,Overall,1,Indoor
Overall\182_Indoor_Scene_1.jpg,-3.5458824967788813,0.417449490058961,-4.383390898187192,-2.709701876318904,1.673689021868288,0,-1.0,101.0,182_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\157_Indoor_Scene_1.jpg,-2.659193993307919,0.2734082921365319,-3.1453431180690155,-2.063702236140382,1.0816408819286334,1,1.0,120.0,157_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\185_Indoor_Scene_1.jpg,-2.682380000373937,0.4241883704355543,-3.5855271945604805,-1.8826045635513928,1.702922631009088,1,1.0,130.0,185_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\178_Indoor_Scene_1.jpg,-2.7888581549056326,0.7535936102452372,-4.438319955592161,-1.5213083540776997,2.9170116015144614,0,-1.0,133.0,178_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\75_Indoor_Scene_1.JPG,-2.5187495025908118,0.4611014779772735,-3.199826837620664,-1.5034261870290198,1.696400650591644,1,-1.0,130.0,75_Indoor_Scene_1.JPG,Indoor_Scene_1,Overall,1,Indoor
Overall\144_Indoor_Scene_1.jpg,-2.4071668360389578,0.4929543517225303,-3.3312106549402687,-1.426517687448201,1.904692967492068,1,2.0,149.0,144_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\193_Indoor_Scene_1.jpg,-2.366579484502745,0.7925048547951971,-3.982617161400072,-1.0451493495450437,2.9374678118550284,1,2.0,124.0,193_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\124_Indoor_Scene_1.jpg,-2.1602701631657446,0.3828371042685481,-2.904536216032978,-1.4301824891230723,1.4743537269099056,1,0.0,151.0,124_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\101_Indoor_Scene_1.jpg,-2.153814946397812,0.9319413232604996,-3.701851443520704,-0.3489782172331832,3.352873226287521,1,0.0,145.0,101_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\118_Indoor_Scene_1.jpg,-1.7107874454709304,0.4842948339487699,-2.733361933162957,-0.8373596886575081,1.896002244505449,1,-1.0,145.0,118_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\81_Indoor_Scene_1.tif,-1.5897617023711743,0.6564219801985488,-2.979768521980368,-0.4029765484037525,2.576791973576616,1,-1.0,182.0,81_Indoor_Scene_1.tif,Indoor_Scene_1,Overall,1,Indoor
Overall\166_Indoor_Scene_1.jpg,-1.4246862881736675,0.3442283908780472,-2.053665007087964,-0.6496018411298784,1.4040631659580858,2,3.0,176.0,166_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\152_Indoor_Scene_1.jpg,-1.3850339982150437,0.5474292885873827,-2.433094704202874,-0.3054574687560508,2.127637235446823,2,3.0,153.0,152_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\130_Indoor_Scene_1.JPG,-1.3904385666873946,0.397088802604277,-2.0998874241890317,-0.6095113513712822,1.490376072817749,2,3.0,161.0,130_Indoor_Scene_1.JPG,Indoor_Scene_1,Overall,1,Indoor
Overall\184_Indoor_Scene_1.jpg,-1.5004256028098293,0.5684198972743505,-2.541749699078184,-0.4568353361476836,2.0849143629305,2,-1.0,164.0,184_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\154_Indoor_Scene_1.jpg,-1.503315670341976,0.4292470433042969,-2.4905544748185977,-0.8847849287264102,1.6057695460921877,1,-1.0,172.0,154_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\163_Indoor_Scene_1.jpg,-1.1637823124558908,0.4789882045737786,-2.05048903894312,-0.1319886670122964,1.9185003719308236,2,5.0,183.0,163_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\153_Indoor_Scene_1.jpg,-1.1754094411566616,0.2311985693715516,-1.6425875933166556,-0.7605762956752363,0.8820112976414193,2,5.0,162.0,153_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\82_Indoor_Scene_1.jpg,-1.1296595660652111,0.3389421046767192,-1.8084264134412165,-0.4629867466417043,1.345439666799512,2,5.0,173.0,82_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\107_Indoor_Scene_1.jpg,-1.0041809082220028,0.634193266797108,-2.117740845610113,0.1863750540013861,2.304115899611499,2,6.0,159.0,107_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\88_Indoor_Scene_1.JPG,-1.0717784274506816,0.3375614482200243,-1.7802416237264418,-0.4051251818126479,1.3751164419137938,2,5.0,150.0,88_Indoor_Scene_1.JPG,Indoor_Scene_1,Overall,1,Indoor
Overall\127_Indoor_Scene_1.jpg,-1.1117927272504788,0.3705878745101021,-1.851212624816771,-0.4853619818043068,1.3658506430124642,2,5.0,156.0,127_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\167_Indoor_Scene_1.jpg,-0.9522465304880204,0.4153617290277323,-1.7197984430195867,-0.0933264371887466,1.6264720058308402,2,6.0,164.0,167_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\151_Indoor_Scene_1.jpg,-0.9465781436607524,0.3493632359058934,-1.6431271608345803,-0.3460876103212232,1.297039550513357,2,6.0,171.0,151_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\84_Indoor_Scene_1.jpg,-0.9002341354353284,0.3093692463529276,-1.484624555370096,-0.2678324233137226,1.2167921320563737,2,7.0,203.0,84_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\120_Indoor_Scene_1.jpg,-0.906395435689147,0.479403035280839,-2.0021443803309293,-0.1706377754143693,1.83150660491656,2,7.0,200.0,120_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\143_Indoor_Scene_1.jpg,-0.8594662118093195,0.3328270877334356,-1.5431788066971124,-0.1950245075436919,1.3481542991534203,2,7.0,168.0,143_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\89_Indoor_Scene_1.JPG,-0.9072893329702676,0.3681205542854585,-1.6726573501071922,-0.2055348632184373,1.467122486888755,2,7.0,157.0,89_Indoor_Scene_1.JPG,Indoor_Scene_1,Overall,1,Indoor
Overall\147_Indoor_Scene_1.jpg,-0.8112711682489814,0.4275396723491184,-1.7100366236998663,0.0384852934736167,1.7485219171734832,2,8.0,151.0,147_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\187_Indoor_Scene_1.jpg,-0.8066468581189997,0.2999456327261153,-1.4604248662802786,-0.2748514356599897,1.1855734306202887,2,8.0,166.0,187_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\83_Indoor_Scene_1.jpeg,-0.878285770478245,0.3376587472589191,-1.6539389995552838,-0.3619440059913973,1.2919949935638864,2,7.0,162.0,83_Indoor_Scene_1.jpeg,Indoor_Scene_1,Overall,1,Indoor
Overall\79_Indoor_Scene_1.jpg,-0.7598568838171723,0.3626772340606555,-1.4937242444971572,-0.0479072257390229,1.4458170187581345,2,4.0,148.0,79_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\164_Indoor_Scene_1.jpg,-0.8310245782854404,0.4969066388789629,-1.7479137230697606,0.0234909640656988,1.7714046871354594,2,8.0,150.0,164_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\108_Indoor_Scene_1.jpg,-0.7167522146648724,0.5161991505052869,-1.779222921404379,0.1912873888715866,1.970510310275966,2,4.0,247.0,108_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\128_Indoor_Scene_1.jpeg,-0.6038673417806706,0.5687735461071209,-1.8933987856107368,0.3382990781739527,2.2316978637846896,2,4.0,207.0,128_Indoor_Scene_1.jpeg,Indoor_Scene_1,Overall,1,Indoor
Overall\183_Indoor_Scene_1.jpg,-0.6694022522183057,0.8274495562323643,-2.451402962572232,0.825822946380564,3.2772259089527958,2,4.0,190.0,183_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\76_Indoor_Scene_1.jpg,-0.616091090470592,0.4022902933846641,-1.3343564247997883,0.2073798488740435,1.5417362736738318,3,-1.0,203.0,76_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\162_Indoor_Scene_1.jpg,-0.4742469351580036,0.4689407823129697,-1.266238432105955,0.5232480524322701,1.7894864845382252,3,9.0,176.0,162_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\192_Indoor_Scene_1.jpg,-0.5281684414123081,0.3783054315621577,-1.26466914690981,0.22226545547125,1.48693460238106,3,9.0,184.0,192_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\191_Indoor_Scene_1.jpg,-0.5037878078029456,0.3800702371735255,-1.2808328235472388,0.1829807873152447,1.4638136108624835,3,9.0,148.0,191_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\169_Indoor_Scene_1.jpg,-0.5920553556753007,0.5293164958864796,-1.683976875101329,0.329505872946099,2.013482748047428,2,4.0,146.0,169_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\159_Indoor_Scene_1.jpg,-0.5236017928423589,0.2687331214485484,-1.1020866786563337,-0.0830482611324936,1.0190384175238398,3,9.0,154.0,159_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\123_Indoor_Scene_1.jpg,-0.4914415229956757,0.3107932701433568,-1.127159045200167,0.0914655341271885,1.2186245793273556,3,9.0,145.0,123_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\111_Indoor_Scene_1.jpg,-0.4274562819153518,0.604613781233825,-1.548867771035041,0.7790427026606481,2.327910473695689,3,10.0,170.0,111_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\148_Indoor_Scene_1.jpg,-0.5387998395695285,0.4831157657329529,-1.5304833367249902,0.4174378280267068,1.947921164751697,3,9.0,150.0,148_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
Overall\180_Indoor_Scene_1.jpg,-0.414195282074066,0.4811030772606068,-1.465153541762514,0.4912691602384476,1.9564227020009617,3,10.0,169.0,180_Indoor_Scene_1.jpg,Indoor_Scene_1,Overall,1,Indoor
