IMAGE PATH,JOD,JOD STD,CI LOW,CI HIGH,CI RANGE,QUALITY LEVEL,CLUSTER,TOTAL COMPARISONS,IMAGE,SCENE,ATTRIBUTE,SCENE IDX,CONDITION
Details\9_Indoor_Scene_0.jpg,-0.220191918599464,0.3093596544381066,-0.8528143615025073,0.3955861825973922,1.2484005440998995,2,5.0,180.0,9_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\34_Indoor_Scene_0.jpg,-0.31024195961073,0.6035003403116974,-1.4421619736192022,0.9170865282321192,2.3592485018513214,2,7.0,158.0,34_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\69_Indoor_Scene_0.jpg,-0.20169744636895,0.3645660739474411,-0.8899284971271701,0.5484075371216092,1.4383360342487794,2,5.0,156.0,69_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\7_Indoor_Scene_0.jpg,-0.1294148353221697,0.3432405806946251,-0.7236484867163485,0.5815505585547193,1.3051990452710678,3,9.0,153.0,7_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\41_Indoor_Scene_0.JPG,-0.1132207585773118,0.462736814917331,-0.976517165799244,0.7629806703614791,1.739497836160723,3,9.0,186.0,41_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor
Details\62_Indoor_Scene_0.jpg,-0.0577642904598106,0.3684291041356702,-0.7970765808134525,0.6554942184241599,1.4525707992376122,3,9.0,164.0,62_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\53_Indoor_Scene_0.jpg,0.0242157035550008,0.5222100641396331,-1.0093037222919483,1.028755523292374,2.0380592455843223,3,10.0,176.0,53_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\52_Indoor_Scene_0.jpg,-0.0551999035370086,0.3772071572654538,-0.8495097718086212,0.641212740259598,1.4907225120682193,3,9.0,152.0,52_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\38_Indoor_Scene_0.jpg,0.0336987065660404,0.3278926364909051,-0.6118780837179738,0.7021645355014013,1.314042619219375,3,10.0,152.0,38_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\3_Indoor_Scene_0.JPG,0.0204273994515133,0.2885277946268971,-0.5182488495514678,0.6669843841393257,1.1852332336907936,3,10.0,160.0,3_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor
Details\47_Indoor_Scene_0.jpg,0.1135266179687805,0.3064099989853437,-0.4848590912725874,0.6985473917605347,1.183406483033122,3,11.0,143.0,47_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\71_Indoor_Scene_0.jpg,0.1161884839002105,0.3058942690580072,-0.4878782112858189,0.6808859002210127,1.1687641115068317,3,11.0,149.0,71_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\1_Indoor_Scene_0.jpg,0.1305690115622735,0.3049256276374159,-0.4443728405047727,0.7842333414442332,1.228606181949006,3,11.0,155.0,1_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\19_Indoor_Scene_0.jpg,0.2976427722969187,0.6607376301727539,-0.817515513208642,1.5204292028867892,2.337944716095431,3,12.0,201.0,19_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\54_Indoor_Scene_0.jpg,0.1669053831231174,0.3915887245646621,-0.5150731814880142,0.9750074630325694,1.4900806445205834,3,11.0,155.0,54_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\40_Indoor_Scene_0.JPG,0.1509635417428324,0.3166382901251857,-0.4192855773560594,0.8096426652132185,1.2289282425692778,3,11.0,152.0,40_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor
Details\45_Indoor_Scene_0.jpg,0.2410232582808382,0.3774676063548409,-0.4666664605036191,1.023977388137789,1.4906438486414082,3,12.0,165.0,45_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\65_Indoor_Scene_0.jpg,0.2754264815230888,0.370820998289505,-0.4539714757615081,0.9838944427019692,1.4378659184634772,3,12.0,155.0,65_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\14_Indoor_Scene_0.jpg,0.3636213815663232,0.5706992115989352,-0.690470262144787,1.5949124893000612,2.2853827514448484,3,12.0,194.0,14_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\61_Indoor_Scene_0.jpg,0.2863337558582079,0.3859980213020039,-0.4736004322422882,0.9910541339559036,1.4646545661981918,3,12.0,156.0,61_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\63_Indoor_Scene_0.jpg,0.4669922725750969,0.5821280271331425,-0.7520225652971063,1.590980283156114,2.3430028484532204,3,8.0,196.0,63_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\6_Indoor_Scene_0.jpg,0.5213103463850307,0.4972378304145909,-0.4834258749730675,1.5884789792368086,2.071904854209876,3,8.0,183.0,6_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\42_Indoor_Scene_0.JPG,0.5318864637035546,0.3128924982057634,-0.0788670789541789,1.124949056720527,1.203816135674706,3,8.0,171.0,42_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor
Details\13_Indoor_Scene_0.jpg,0.5926357403211114,0.3519795648249152,-0.1186645355562039,1.300391172174458,1.419055707730662,3,8.0,196.0,13_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\0_Indoor_Scene_0.jpg,0.7246177052711309,0.3029363716732159,0.1443653261002825,1.2807709834428171,1.1364056573425347,4,13.0,173.0,0_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\22_Indoor_Scene_0.jpg,0.7253615447659998,0.2219071601519749,0.2676780900752959,1.12675399975145,0.859075909676154,4,13.0,165.0,22_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\55_Indoor_Scene_0.jpg,0.9241234852605832,0.2967104815420134,0.3666051958997456,1.4678022977751388,1.1011971018753932,4,15.0,197.0,55_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\51_Indoor_Scene_0.jpg,0.9896607419894656,0.4767052287133135,-0.0161232433117607,1.9462903817970372,1.9624136251087985,4,15.0,177.0,51_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\26_Indoor_Scene_0.jpg,1.0546367139604835,0.2552342012891459,0.4391207506985772,1.4910939412907616,1.0519731905921843,4,-1.0,173.0,26_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\28_Indoor_Scene_0.jpg,1.1666860227240714,0.3090750823825589,0.6417967010500213,1.83449964815228,1.192702947102259,4,-1.0,176.0,28_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\8_Indoor_Scene_0.tiff,1.2391603608659645,0.3895791826506057,0.476905189009109,2.0114726966728607,1.5345675076637515,4,14.0,155.0,8_Indoor_Scene_0.tiff,Indoor_Scene_0,Details,0,Indoor
Details\50_Indoor_Scene_0.jpg,1.2560286173947068,0.3297402634890909,0.6453700574196848,1.872655932628718,1.2272858752090332,4,14.0,134.0,50_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\27_Indoor_Scene_0.jpg,1.2641911037051758,0.2979845412106556,0.6320686244303266,1.7614117523377677,1.1293431279074408,4,14.0,180.0,27_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\68_Indoor_Scene_0.jpg,1.4592430099670524,0.3341933752081791,0.770335393434252,2.1076843286681504,1.3373489352338983,4,-1.0,135.0,68_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\43_Indoor_Scene_0.jpg,1.6839431917802004,0.3579341570638112,0.9746378877977292,2.315448770935388,1.3408108831376588,5,17.0,146.0,43_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\59_Indoor_Scene_0.jpg,1.6993622026373272,0.5789448487352031,0.6738220655262144,2.78668571209355,2.112863646567336,5,17.0,156.0,59_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\18_Indoor_Scene_0.JPG,2.068415620456961,0.4033656777544764,1.321831249845262,2.901186364430996,1.5793551145857336,5,16.0,131.0,18_Indoor_Scene_0.JPG,Indoor_Scene_0,Details,0,Indoor
Details\25_Indoor_Scene_0.jpg,2.0843256619424007,0.3611834375505579,1.3595593716492904,2.784501870836954,1.4249424991876638,5,16.0,114.0,25_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\39_Indoor_Scene_0.jpg,2.232260264053394,0.4195567912666831,1.5197280340402624,3.093099352485157,1.5733713184448952,5,-1.0,100.0,39_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\17_Indoor_Scene_0.jpg,3.756018851847645,0.3735775051085522,3.1015063205851447,4.573313579399621,1.4718072588144766,6,-1.0,85.0,17_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\16_Indoor_Scene_0.jpg,3.872710202414484,0.3611016123759216,3.203508074928982,4.585274682773073,1.3817666078440909,6,-1.0,51.0,16_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\15_Indoor_Scene_0.jpg,4.34156493484839,0.4494525086972063,3.439015136832636,5.25335761521228,1.814342478379644,6,-1.0,53.0,15_Indoor_Scene_0.jpg,Indoor_Scene_0,Details,0,Indoor
Details\122_Indoor_Scene_1.tiff,-5.643735887250054,0.5823817868432452,-6.761151144894459,-4.569852732713092,2.191298412181367,0,-1.0,112.0,122_Indoor_Scene_1.tiff,Indoor_Scene_1,Details,1,Indoor
Details\124_Indoor_Scene_1.jpg,-3.4035289375063607,0.497998175704047,-4.273298201958937,-2.2366700502266865,2.03662815173225,1,-1.0,199.0,124_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\76_Indoor_Scene_1.jpg,-2.3728279412470874,0.3490672442633722,-2.9448048408841023,-1.6349625261628875,1.3098423147212148,1,-1.0,185.0,76_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\139_Indoor_Scene_1.JPG,-2.2841807300927264,0.4137326564306696,-3.20479402884542,-1.545485386408184,1.659308642437236,1,1.0,162.0,139_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\133_Indoor_Scene_1.jpg,-2.2384587954380195,0.3069284034439035,-2.7888285636015304,-1.5513218366339825,1.2375067269675482,1,1.0,191.0,133_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\178_Indoor_Scene_1.jpg,-2.2319434020909585,0.5085947267346116,-3.211372096206821,-1.362762764436967,1.848609331769854,1,1.0,181.0,178_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\185_Indoor_Scene_1.jpg,-2.2041287916854118,0.5360011165965881,-3.37936166513445,-1.199112142481056,2.1802495226533942,1,1.0,205.0,185_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\106_Indoor_Scene_1.jpg,-2.0025073574996903,0.4430202346055958,-2.857870002802223,-1.1500170126519058,1.7078529901503172,1,0.0,220.0,106_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\123_Indoor_Scene_1.jpg,-1.9313744130851924,0.3638322115505771,-2.647138669742393,-1.2220297149227313,1.4251089548196618,1,0.0,193.0,123_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\89_Indoor_Scene_1.JPG,-1.9060631057987352,0.2577602286539155,-2.415427434035768,-1.3966636477513343,1.0187637862844336,1,0.0,213.0,89_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\120_Indoor_Scene_1.jpg,-1.917301795211068,0.3843010653504851,-2.7785993462433907,-1.2302446648298615,1.5483546814135292,1,0.0,241.0,120_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\157_Indoor_Scene_1.jpg,-1.8157495312363725,0.4163520223127587,-2.5639462622496323,-1.0451812855111713,1.518764976738461,1,0.0,271.0,157_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\101_Indoor_Scene_1.jpg,-1.920798106648364,0.7911166032456967,-3.5679721913371294,-0.4093851185534262,3.1585870727837038,1,0.0,239.0,101_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\130_Indoor_Scene_1.JPG,-1.6782370153331396,0.1967859612614528,-2.043347521191049,-1.239229721078542,0.8041178001125067,2,3.0,230.0,130_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\138_Indoor_Scene_1.JPG,-1.6710629993988264,0.3814465665191395,-2.3443231270376863,-0.939675646064917,1.4046474809727694,2,3.0,251.0,138_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\83_Indoor_Scene_1.jpeg,-1.6577390224269088,0.4085216636022489,-2.4936433810659056,-0.8777811382582716,1.615862242807634,2,3.0,256.0,83_Indoor_Scene_1.jpeg,Indoor_Scene_1,Details,1,Indoor
Details\144_Indoor_Scene_1.jpg,-1.6183942829110427,0.4976302096728662,-2.5823519034009936,-0.6925901802615911,1.8897617231394024,2,3.0,251.0,144_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\143_Indoor_Scene_1.jpg,-1.576125346335831,0.3919265720054726,-2.3424904300853964,-0.8787933933876805,1.4636970366977158,2,3.0,235.0,143_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\118_Indoor_Scene_1.jpg,-1.474786469925718,0.4062951851384286,-2.2732030276852324,-0.6320090766244147,1.6411939510608176,2,4.0,332.0,118_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\166_Indoor_Scene_1.jpg,-1.5588158945390924,0.4427381993550336,-2.372654872568059,-0.7112982630743919,1.6613566094936671,2,3.0,271.0,166_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\140_Indoor_Scene_1.tiff,-1.37440656391214,0.3425191309246801,-1.9699495329566772,-0.6797903097369463,1.2901592232197312,2,4.0,259.0,140_Indoor_Scene_1.tiff,Indoor_Scene_1,Details,1,Indoor
Details\88_Indoor_Scene_1.JPG,-1.414448629979859,0.2533818802564244,-1.9295228745235744,-0.863748935161706,1.0657739393618686,2,4.0,304.0,88_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\85_Indoor_Scene_1.jpg,-1.4285072626437203,0.2664881473925801,-2.078609593903439,-0.9543165169267848,1.124293076976654,2,4.0,249.0,85_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\162_Indoor_Scene_1.jpg,-1.272377573011939,0.5216868041412396,-2.2450927604675543,-0.1469491278587512,2.098143632608803,2,4.0,261.0,162_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\109_Indoor_Scene_1.JPG,-1.2412599344139392,0.3769024792368499,-1.9405586956387109,-0.520252074108896,1.4203066215298148,2,4.0,258.0,109_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\154_Indoor_Scene_1.jpg,-1.3574546877451352,0.6743906896082845,-2.757975236913748,-0.2882512840508031,2.469723952862944,2,4.0,246.0,154_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\128_Indoor_Scene_1.jpeg,-1.1788083205062945,0.2546024741523299,-1.6520176567599885,-0.6523325594540467,0.9996850973059418,2,5.0,292.0,128_Indoor_Scene_1.jpeg,Indoor_Scene_1,Details,1,Indoor
Details\127_Indoor_Scene_1.jpg,-1.091175720150524,0.4406960185705393,-1.9813520711955928,-0.1964232884890139,1.7849287827065792,2,5.0,345.0,127_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\146_Indoor_Scene_1.jpg,-1.1642084767876373,0.2976710230082968,-1.8149923454806671,-0.6272937371532038,1.1876986083274632,2,5.0,301.0,146_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\155_Indoor_Scene_1.jpg,-1.1199207248520788,0.2867218207381993,-1.6784565572769052,-0.4890670971428811,1.189389460134024,2,5.0,302.0,155_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\116_Indoor_Scene_1.jpg,-1.306060823971238,0.7919559205763528,-2.784996320022272,0.0789793485654767,2.8639756685877487,2,4.0,306.0,116_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\75_Indoor_Scene_1.JPG,-1.0512701546756762,0.2620822282126348,-1.4806480977615688,-0.4693113005740235,1.011336797187545,2,2.0,255.0,75_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\108_Indoor_Scene_1.jpg,-1.0155894553787024,0.3347016381832442,-1.693042521652688,-0.3787468095388077,1.31429571211388,2,2.0,315.0,108_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\114_Indoor_Scene_1.jpg,-0.9426285131388804,0.5906278790892941,-2.0998620342312613,0.203100728757197,2.302962762988458,2,2.0,313.0,114_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\167_Indoor_Scene_1.jpg,-1.0048314089602624,0.2940052097049637,-1.6201539923687749,-0.4533227238301502,1.1668312685386246,2,2.0,293.0,167_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\126_Indoor_Scene_1.jpg,-0.9301312610248912,0.3019514692678393,-1.5157512314954462,-0.3786140734595784,1.1371371580358678,2,2.0,376.0,126_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\193_Indoor_Scene_1.jpg,-0.8254945255730716,0.3733382726771131,-1.51756930028806,-0.0686154333178475,1.448953866970213,3,-1.0,374.0,193_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\87_Indoor_Scene_1.JPG,-0.7014048831261758,0.2369628463675968,-1.1730884050858332,-0.2772178325897401,0.8958705724960931,3,6.0,285.0,87_Indoor_Scene_1.JPG,Indoor_Scene_1,Details,1,Indoor
Details\182_Indoor_Scene_1.jpg,-0.6589652219126538,0.2359644789361568,-1.1268954032635918,-0.1531809451719333,0.9737144580916586,3,6.0,293.0,182_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\121_Indoor_Scene_1.jpg,-0.6825065072167807,0.3465175045939614,-1.3500695793017068,-0.0369379361701289,1.3131316431315778,3,6.0,289.0,121_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\177_Indoor_Scene_1.jpg,-0.5894312154977679,0.3060139502455031,-1.159143236032988,0.047235367832334,1.206378603865322,3,7.0,321.0,177_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\163_Indoor_Scene_1.jpg,-0.5594113950666408,0.3604812628412989,-1.2474639818308462,0.1554592628933798,1.402923244724226,3,7.0,312.0,163_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\86_Indoor_Scene_1.jpeg,-0.4680130630737593,0.3183577755165582,-1.0357270189254129,0.1634387973641229,1.1991658162895358,3,9.0,367.0,86_Indoor_Scene_1.jpeg,Indoor_Scene_1,Details,1,Indoor
Details\81_Indoor_Scene_1.tif,-0.4347592721667995,0.4269938628355962,-1.2166024739355652,0.4852488458288736,1.701851319764439,3,9.0,262.0,81_Indoor_Scene_1.tif,Indoor_Scene_1,Details,1,Indoor
Details\107_Indoor_Scene_1.jpg,-0.3788608945394044,0.4927826441820092,-1.284014601327055,0.598162285122507,1.882176886449562,3,9.0,253.0,107_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\173_Indoor_Scene_1.jpg,-0.4234562115755509,0.4432934117200722,-1.4312961348235351,0.3517876893635341,1.7830838241870697,3,9.0,290.0,173_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\156_Indoor_Scene_1.jpg,-0.3953209388198611,0.3402646011885312,-1.07791646344042,0.1650304533598485,1.2429469168002685,3,9.0,270.0,156_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
Details\164_Indoor_Scene_1.jpg,-0.3601216941425306,0.2961777985741642,-0.8803134561625525,0.294625917037135,1.1749393731996876,3,9.0,280.0,164_Indoor_Scene_1.jpg,Indoor_Scene_1,Details,1,Indoor
