Image,Device
141_Indoor_Scene_1.JPG,SonyXperia5III
142_Indoor_Scene_1.jpg,TCL20Pro5G
143_Indoor_Scene_1.jpg,VivoV215G
144_Indoor_Scene_1.jpg,VivoV215G
145_Indoor_Scene_1.jpg,VivoX50ProPlus
146_Indoor_Scene_1.jpg,VivoX50ProPlus
147_Indoor_Scene_1.jpg,VivoX60Pro
148_Indoor_Scene_1.jpg,VivoX60Pro5G_Snapdragon
149_Indoor_Scene_1.jpg,VivoX60Pro5G_Snapdragon
150_Indoor_Scene_1.jpg,VivoX60ProPlus
151_Indoor_Scene_1.jpg,VivoX70Pro
152_Indoor_Scene_1.jpg,VivoX70ProPlus
153_Indoor_Scene_1.jpg,VivoX70ProPlus
154_Indoor_Scene_1.jpg,VivoY725G
155_Indoor_Scene_1.jpg,Xiaomi11T
156_Indoor_Scene_1.jpg,Xiaomi11TPro
157_Indoor_Scene_1.jpg,XiaomiMi10TPro
158_Indoor_Scene_1.jpg,XiaomiMi11
159_Indoor_Scene_1.jpg,XiaomiMi11i
160_Indoor_Scene_1.jpg,XiaomiMi11Lite5G
161_Indoor_Scene_1.jpg,XiaomiMi11Pro
162_Indoor_Scene_1.jpg,XiaomiMi11Ultra
163_Indoor_Scene_1.jpg,XiaomiMi11Ultra
164_Indoor_Scene_1.jpg,XiaomiRedmiK40ProPlus
165_Indoor_Scene_1.jpg,XiaomiRedmiK40ProPlus
166_Indoor_Scene_1.jpg,XiaomiRedmiNote10Pro
167_Indoor_Scene_1.jpg,XiaomiRedmiNote10S
168_Indoor_Scene_1.jpg,ZTEaxon30ultra
169_Indoor_Scene_1.jpg,HuaweiMate30Pro5G
170_Indoor_Scene_1.jpg,HuaweiP40Pro
171_Indoor_Scene_1.jpg,HuaweiP40Pro
172_Indoor_Scene_1.jpg,LGWing
173_Indoor_Scene_1.jpg,MotorolaEdgePlus
174_Indoor_Scene_1.jpg,OnePlus8Pro
175_Indoor_Scene_1.jpg,OnePlus8Pro
176_Indoor_Scene_1.jpg,OnePlusNord
177_Indoor_Scene_1.jpg,OnePlusNord
178_Indoor_Scene_1.jpg,OppoFindX2Neo
179_Indoor_Scene_1.jpg,OppoFindX2Neo
180_Indoor_Scene_1.jpg,OppoFindX2Pro
181_Indoor_Scene_1.jpg,OppoFindX2Pro
182_Indoor_Scene_1.jpg,OppoReno45G
183_Indoor_Scene_1.jpg,OppoReno4Pro5G
184_Indoor_Scene_1.jpg,OppoReno4Pro5G
185_Indoor_Scene_1.jpg,SamsungGalaxyA50
186_Indoor_Scene_1.jpg,SamsungGalaxyA515G
187_Indoor_Scene_1.jpg,SamsungGalaxyA515G
188_Indoor_Scene_1.jpg,SamsungGalaxyNote10Plus5G
189_Indoor_Scene_1.jpg,SamsungGalaxyNote10Plus5G
190_Indoor_Scene_1.jpg,SamsungGalaxyNote20
191_Indoor_Scene_1.jpg,SamsungGalaxyNote20
192_Indoor_Scene_1.jpg,SamsungGalaxyNote20QTI
193_Indoor_Scene_1.jpg,SamsungGalaxyNote20Ultra5G
194_Indoor_Scene_1.jpg,SamsungGalaxyNote20Ultra5G_QTI
195_Indoor_Scene_1.jpg,SamsungGalaxyS20FE
196_Indoor_Scene_2.jpg,SamsungGalaxyS20Ultra
197_Indoor_Scene_2.jpg,SamsungGalaxyZFold2
198_Indoor_Scene_2.JPG,SonyXperia1
199_Indoor_Scene_2.JPG,SonyXperia1MarkII
200_Indoor_Scene_2.JPG,SonyXperia5MarkII
201_Indoor_Scene_2.jpg,VivoX51
202_Indoor_Scene_2.jpg,XiaomiMi10Pro
203_Indoor_Scene_2.jpeg,AppleiPhone11ProMax
204_Indoor_Scene_2.jpg,XiaomipocoX3_NFC
205_Indoor_Scene_2.jpg,ZTEAxon20_5G
206_Indoor_Scene_2.JPG,AppleiPhone12ProMax
207_Indoor_Scene_2.JPG,AppleiPhone13ProMax
208_Indoor_Scene_2.jpeg,AppleiPhone7Plus
209_Indoor_Scene_2.JPG,AppleiPhoneXSMax
210_Indoor_Scene_2.jpg,AsusZF8
211_Indoor_Scene_2.jpg,AsusZF8Flip
212_Indoor_Scene_2.jpg,GooglePixel4a
213_Indoor_Scene_2.jpg,GooglePixel5
214_Indoor_Scene_2.jpg,GooglePixel6Pro
215_Indoor_Scene_2.JPG,AppleiPhone11
216_Indoor_Scene_2.jpg,HuaweiMate40ProPlus
217_Indoor_Scene_2.jpg,HuaweiP50Pro
218_Indoor_Scene_2.JPG,AppleiPhone12
219_Indoor_Scene_2.JPG,LeicaLeitzPhone1
220_Indoor_Scene_2.jpg,MotorolaEdge20Pro
221_Indoor_Scene_2.jpg,OnePlusNord2
222_Indoor_Scene_2.jpg,OppoA945G
223_Indoor_Scene_2.jpg,OppoFindX3Lite
224_Indoor_Scene_2.jpg,OppoReno5ProPlus5G
225_Indoor_Scene_2.jpg,OppoReno6
226_Indoor_Scene_2.jpg,OppoReno6ProPlus5G
227_Indoor_Scene_2.jpg,RealmeGTNeo
228_Indoor_Scene_2.jpg,SamsungGalaxyA12
229_Indoor_Scene_2.jpg,SamsungGalaxyA225G
230_Indoor_Scene_2.JPG,AppleiPhone12Mini
231_Indoor_Scene_2.jpg,SamsungGalaxyA52S5G
232_Indoor_Scene_2.jpg,SamsungGalaxyA72
233_Indoor_Scene_2.jpg,SamsungGalaxyS215G_snapdragon
234_Indoor_Scene_2.jpg,SamsungGalaxyS21Plus5G
235_Indoor_Scene_2.jpg,SmartphoneForSnapdragonInsiders
236_Indoor_Scene_2.tiff,AppleiPhone12Pro
237_Indoor_Scene_2.JPG,SonyXperia1II
238_Indoor_Scene_2.JPG,SonyXperia1III
239_Indoor_Scene_2.JPG,SonyXperia5III
240_Indoor_Scene_2.jpg,VivoV215G
241_Indoor_Scene_2.jpg,VivoX60Pro5G_Snapdragon
242_Indoor_Scene_2.jpg,VivoX60ProPlus
243_Indoor_Scene_2.jpg,VivoX70Pro
244_Indoor_Scene_2.jpg,VivoX70ProPlus
245_Indoor_Scene_2.jpg,VivoY725G
246_Indoor_Scene_2.jpg,Xiaomi11T
247_Indoor_Scene_2.jpg,XiaomiMi10TPro
248_Indoor_Scene_2.jpg,XiaomiMi11
249_Indoor_Scene_2.jpg,XiaomiMi11Pro
250_Indoor_Scene_2.jpg,XiaomiRedmiNote10Pro
251_Indoor_Scene_2.jpg,ZTEaxon30ultra
252_Indoor_Scene_2.JPG,AppleiPhone5s
253_Indoor_Scene_2.jpg,HuaweiMate30Pro5G
254_Indoor_Scene_2.jpg,HuaweiP40
255_Indoor_Scene_2.jpg,HuaweiP40Pro
256_Indoor_Scene_2.jpg,HuaweiP40ProPlus
257_Indoor_Scene_2.jpg,LGWing
258_Indoor_Scene_2.jpg,MotorolaEdgePlus
259_Indoor_Scene_2.jpg,OnePlus8Pro
260_Indoor_Scene_2.jpg,OppoFindX2Neo
261_Indoor_Scene_2.jpg,OppoFindX2Pro
262_Indoor_Scene_2.jpg,OppoReno10xZoom
263_Indoor_Scene_2.jpg,OppoReno4Pro5G
264_Indoor_Scene_2.jpg,SamsungGalaxyNote10Plus5G
265_Indoor_Scene_2.jpg,SamsungGalaxyNote20
266_Indoor_Scene_2.jpg,SamsungGalaxyNote20QTI
267_Indoor_Scene_2.jpg,SamsungGalaxyNote20Ultra5G
268_Indoor_Scene_2.jpg,SamsungGalaxyNote20Ultra5G_QTI
269_Indoor_Scene_2.jpg,SamsungGalaxyS20FE
270_Indoor_Scene_3.jpg,VivoX51
271_Indoor_Scene_3.jpg,VivoX51
272_Indoor_Scene_3.jpg,VivoX51
273_Indoor_Scene_3.jpg,XiaomiMi10Ultra
274_Indoor_Scene_3.jpg,XiaomiMi10Ultra
275_Indoor_Scene_3.jpg,XiaomiMi10Ultra
276_Indoor_Scene_3.jpg,ZTEAxon20_5G
277_Indoor_Scene_3.jpg,ZTEAxon20_5G
278_Indoor_Scene_3.jpg,ZTEAxon20_5G
279_Indoor_Scene_3.jpg,ZTEAxon20_5G
280_Indoor_Scene_3.JPG,AppleiPhone13Mini
281_Indoor_Scene_3.JPG,AppleiPhone13Mini
282_Indoor_Scene_3.jpg,GooglePixel5
283_Indoor_Scene_3.jpg,GooglePixel5
284_Indoor_Scene_3.jpg,GooglePixel5
285_Indoor_Scene_3.jpg,GooglePixel6Pro
286_Indoor_Scene_3.jpg,GooglePixel6Pro
287_Indoor_Scene_3.jpg,GooglePixel6Pro
288_Indoor_Scene_3.jpg,GooglePixel6Pro
289_Indoor_Scene_3.jpg,HuaweiMate40Pro
290_Indoor_Scene_3.jpg,HuaweiMate40Pro
291_Indoor_Scene_3.jpg,HuaweiMate40Pro
292_Indoor_Scene_3.jpg,HuaweiP50Pro
293_Indoor_Scene_3.jpg,HuaweiP50Pro
294_Indoor_Scene_3.jpg,HuaweiP50Pro
295_Indoor_Scene_3.jpg,HuaweiP50Pro
296_Indoor_Scene_3.jpg,OppoReno6
297_Indoor_Scene_3.jpg,OppoReno6
298_Indoor_Scene_3.jpg,OppoReno6
299_Indoor_Scene_3.tiff,AppleiPhone12
300_Indoor_Scene_3.tiff,AppleiPhone12
301_Indoor_Scene_3.tiff,AppleiPhone12
302_Indoor_Scene_3.tiff,AppleiPhone12
303_Indoor_Scene_3.jpg,SamsungGalaxyS215G
304_Indoor_Scene_3.jpg,SamsungGalaxyS215G
305_Indoor_Scene_3.jpg,SamsungGalaxyS215G
306_Indoor_Scene_3.jpg,SamsungGalaxyS215G
307_Indoor_Scene_3.tiff,AppleiPhone12Mini
308_Indoor_Scene_3.tiff,AppleiPhone12Mini
309_Indoor_Scene_3.tiff,AppleiPhone12Mini
310_Indoor_Scene_3.tiff,AppleiPhone12Mini
311_Indoor_Scene_3.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
312_Indoor_Scene_3.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
313_Indoor_Scene_3.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
314_Indoor_Scene_3.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
315_Indoor_Scene_3.jpg,VivoX60Pro5G_Snapdragon
316_Indoor_Scene_3.jpg,VivoX60Pro5G_Snapdragon
317_Indoor_Scene_3.jpg,VivoX60Pro5G_Snapdragon
318_Indoor_Scene_3.jpg,VivoX60Pro5G_Snapdragon
319_Indoor_Scene_3.jpg,Xiaomi11T
320_Indoor_Scene_3.jpg,Xiaomi11T
321_Indoor_Scene_3.jpg,Xiaomi11T
322_Indoor_Scene_3.jpg,Xiaomi11T
323_Indoor_Scene_3.jpg,Xiaomi11TPro
324_Indoor_Scene_3.jpg,Xiaomi11TPro
325_Indoor_Scene_3.jpg,Xiaomi11TPro
326_Indoor_Scene_3.jpg,XiaomiMi10TPro
327_Indoor_Scene_3.jpg,XiaomiMi10TPro
328_Indoor_Scene_3.jpg,XiaomiMi10TPro
329_Indoor_Scene_3.jpg,XiaomiMi10TPro
330_Indoor_Scene_3.jpg,XiaomiMi11
331_Indoor_Scene_3.jpg,XiaomiMi11
332_Indoor_Scene_3.jpg,XiaomiMi11
333_Indoor_Scene_3.jpg,XiaomiMi11
334_Indoor_Scene_3.JPG,AppleiPhone12Pro
335_Indoor_Scene_3.jpeg,AppleiPhone12Pro
336_Indoor_Scene_3.JPG,AppleiPhone12Pro
337_Indoor_Scene_3.JPG,AppleiPhone12Pro
338_Indoor_Scene_3.jpg,XiaomiMi11Ultra
339_Indoor_Scene_3.jpg,XiaomiMi11Ultra
340_Indoor_Scene_3.jpg,XiaomiMi11Ultra
341_Indoor_Scene_3.jpg,XiaomiMi11Ultra
342_Indoor_Scene_3.jpg,HuaweiP40Pro
343_Indoor_Scene_3.jpg,HuaweiP40Pro
344_Indoor_Scene_3.jpg,HuaweiP40Pro
345_Indoor_Scene_3.jpg,HuaweiP40Pro
346_Indoor_Scene_3.jpg,OnePlus8Pro
347_Indoor_Scene_3.jpg,OnePlus8Pro
348_Indoor_Scene_3.jpg,OnePlus8Pro
349_Indoor_Scene_3.jpg,OppoReno4Pro5G
350_Indoor_Scene_3.jpg,OppoReno4Pro5G
351_Indoor_Scene_3.jpg,OppoReno4Pro5G
352_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G
353_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G
354_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G
355_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G_QTI
356_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G_QTI
357_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G_QTI
358_Indoor_Scene_3.jpg,SamsungGalaxyNote20Ultra5G_QTI
359_Indoor_Scene_4.jpg,SamsungGalaxyS20Ultra
360_Indoor_Scene_4.jpg,SamsungGalaxyZFold2
361_Indoor_Scene_4.JPG,SonyXperia1
362_Indoor_Scene_4.JPG,AppleiPhone11
363_Indoor_Scene_4.JPG,SonyXperia1MarkII
364_Indoor_Scene_4.JPG,SonyXperia5MarkII
365_Indoor_Scene_4.jpg,VivoX51
366_Indoor_Scene_4.jpg,XiaomiMi10Pro
367_Indoor_Scene_4.jpg,XiaomiMi10Ultra
368_Indoor_Scene_4.jpg,XiaomipocoX3_NFC
369_Indoor_Scene_4.jpg,ZTEAxon20_5G
370_Indoor_Scene_4.JPG,AppleiPhone12ProMax
371_Indoor_Scene_4.JPG,AppleiPhone13ProMax
372_Indoor_Scene_4.jpg,AsusZF8
373_Indoor_Scene_4.jpg,AsusZF8Flip
374_Indoor_Scene_4.jpg,GooglePixel5
375_Indoor_Scene_4.jpg,GooglePixel6Pro
376_Indoor_Scene_4.jpg,HuaweiMate40Pro
377_Indoor_Scene_4.jpg,HuaweiMate40ProPlus
378_Indoor_Scene_4.JPG,AppleiPhone12
379_Indoor_Scene_4.JPG,LeicaLeitzPhone1
380_Indoor_Scene_4.jpg,MotorolaEdge20Pro
381_Indoor_Scene_4.jpg,MotorolaG20
382_Indoor_Scene_4.jpg,OnePlus9
383_Indoor_Scene_4.jpg,OnePlus9Pro
384_Indoor_Scene_4.jpg,OnePlusNord2
385_Indoor_Scene_4.jpg,OnePlusNordCE5G
386_Indoor_Scene_4.jpg,OppoA16S5G
387_Indoor_Scene_4.jpg,OppoA945G
388_Indoor_Scene_4.jpg,OppoFindX3Lite
389_Indoor_Scene_4.jpg,OppoFindX3Pro
390_Indoor_Scene_4.jpg,OppoReno5ProPlus5G
391_Indoor_Scene_4.jpg,OppoReno6
392_Indoor_Scene_4.jpg,OppoReno6ProPlus5G
393_Indoor_Scene_4.jpg,Realme8Pro
394_Indoor_Scene_4.jpg,RealmeGTNeo
395_Indoor_Scene_4.jpg,SamsungGalaxyA12
396_Indoor_Scene_4.jpg,SamsungGalaxyA225G
397_Indoor_Scene_4.jpg,SamsungGalaxyA525G
398_Indoor_Scene_4.JPG,AppleiPhone12Mini
399_Indoor_Scene_4.jpg,SamsungGalaxyA52S5G
400_Indoor_Scene_4.jpg,SamsungGalaxyS215G_snapdragon
401_Indoor_Scene_4.jpg,SamsungGalaxyS21Plus5G
402_Indoor_Scene_4.JPG,AppleiPhone12Pro
403_Indoor_Scene_4.jpg,SmartphoneForSnapdragonInsiders
404_Indoor_Scene_4.JPG,SonyXperia1II
405_Indoor_Scene_4.JPG,SonyXperia1III
406_Indoor_Scene_4.JPG,SonyXperia5III
407_Indoor_Scene_4.jpg,TCL20Pro5G
408_Indoor_Scene_4.jpg,VivoV215G
409_Indoor_Scene_4.jpg,VivoX50ProPlus
410_Indoor_Scene_4.jpg,VivoX60Pro
411_Indoor_Scene_4.jpg,VivoX60Pro5G_Snapdragon
412_Indoor_Scene_4.jpg,VivoX60ProPlus
413_Indoor_Scene_4.jpg,VivoX70Pro
414_Indoor_Scene_4.jpg,VivoX70ProPlus
415_Indoor_Scene_4.jpg,VivoY725G
416_Indoor_Scene_4.jpg,Xiaomi11T
417_Indoor_Scene_4.jpg,Xiaomi11TPro
418_Indoor_Scene_4.jpg,XiaomiMi10TPro
419_Indoor_Scene_4.jpg,XiaomiMi11
420_Indoor_Scene_4.jpg,XiaomiMi11Pro
421_Indoor_Scene_4.jpg,XiaomiMi11Ultra
422_Indoor_Scene_4.jpg,XiaomiRedmiK40ProPlus
423_Indoor_Scene_4.jpg,XiaomiRedmiNote10Pro
424_Indoor_Scene_4.jpg,XiaomiRedmiNote10S
425_Indoor_Scene_4.jpg,ZTEaxon30ultra
426_Indoor_Scene_4.JPG,AppleiPhone5s
427_Indoor_Scene_4.JPG,AppleiPhoneSE
428_Indoor_Scene_4.jpg,GooglePixel4
429_Indoor_Scene_4.jpg,HuaweiMate30Pro5G
430_Indoor_Scene_4.jpg,HuaweiP40
431_Indoor_Scene_4.jpg,HuaweiP40Pro
432_Indoor_Scene_4.jpg,HuaweiP40ProPlus
433_Indoor_Scene_4.jpg,LGWing
434_Indoor_Scene_4.jpg,MotorolaEdgePlus
435_Indoor_Scene_4.jpg,OnePlus8Pro
436_Indoor_Scene_4.jpg,OnePlusNord
437_Indoor_Scene_4.jpg,OppoFindX2Neo
438_Indoor_Scene_4.jpg,OppoFindX2Pro
439_Indoor_Scene_4.jpg,OppoReno10xZoom
440_Indoor_Scene_4.jpg,OppoReno45G
441_Indoor_Scene_4.jpg,OppoReno4Pro5G
442_Indoor_Scene_4.jpg,SamsungGalaxyA50
443_Indoor_Scene_4.jpg,SamsungGalaxyA515G
444_Indoor_Scene_4.jpg,SamsungGalaxyNote20
445_Indoor_Scene_4.jpg,SamsungGalaxyNote20QTI
446_Indoor_Scene_4.jpg,SamsungGalaxyNote20Ultra5G
447_Indoor_Scene_4.JPG,AppleiPhone11ProMax
448_Indoor_Scene_4.jpg,SamsungGalaxyNote20Ultra5G_QTI
449_Indoor_Scene_4.jpg,SamsungGalaxyS20FE
450_Indoor_Scene_5.jpg,VivoX51
451_Indoor_Scene_5.jpg,VivoX51
452_Indoor_Scene_5.jpg,XiaomiMi10Ultra
453_Indoor_Scene_5.jpg,XiaomiMi10Ultra
454_Indoor_Scene_5.jpg,ZTEAxon20_5G
455_Indoor_Scene_5.jpg,ZTEAxon20_5G
456_Indoor_Scene_5.JPG,AppleiPhone12ProMax
457_Indoor_Scene_5.JPG,AppleiPhone12ProMax
458_Indoor_Scene_5.JPG,AppleiPhone13Mini
459_Indoor_Scene_5.JPG,AppleiPhone13Mini
460_Indoor_Scene_5.jpg,GooglePixel6Pro
461_Indoor_Scene_5.jpg,GooglePixel6Pro
462_Indoor_Scene_5.jpg,HuaweiMate40Pro
463_Indoor_Scene_5.jpg,HuaweiMate40Pro
464_Indoor_Scene_5.jpg,HuaweiP50Pro
465_Indoor_Scene_5.jpg,HuaweiP50Pro
466_Indoor_Scene_5.jpg,OppoReno6
467_Indoor_Scene_5.jpg,OppoReno6
468_Indoor_Scene_5.tiff,AppleiPhone12
469_Indoor_Scene_5.tiff,AppleiPhone12
470_Indoor_Scene_5.jpg,SamsungGalaxyS215G
471_Indoor_Scene_5.jpg,SamsungGalaxyS215G
472_Indoor_Scene_5.tiff,AppleiPhone12Mini
473_Indoor_Scene_5.tiff,AppleiPhone12Mini
474_Indoor_Scene_5.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
475_Indoor_Scene_5.jpg,SamsungGalaxyS21Ultra5G_Snapdragon
476_Indoor_Scene_5.jpg,VivoX60Pro5G_Snapdragon
477_Indoor_Scene_5.jpg,VivoX60Pro5G_Snapdragon
478_Indoor_Scene_5.jpg,Xiaomi11T
479_Indoor_Scene_5.jpg,Xiaomi11T
480_Indoor_Scene_5.jpg,Xiaomi11TPro
481_Indoor_Scene_5.jpg,Xiaomi11TPro
